Student Identifier,Week,weekly_referrals,weekly_bus_incidents,Grade_Level,Gender,Ethnicity,LunchStatus,I am responding as a - Selected Choice,I am responding as a - Other - Text,My ethnic/race background is - Selected Choice,My ethnic/race background is - Other - Text,Please check which school your child/children attends.,How many children in total do you have attending the school selected above? (This will ensure you only have to complete one survey per school your children attend.),Have you completed the 2024-2025 Family Engagement survey for another child/School?,How likely are you to recommend Putnam County Schools to a friend or family member? - Group,How likely are you to recommend Putnam County Schools to a friend or family member?,Please respond to the following statements regarding your student(s): - I understand the academic standards and curriculum that my child/children are expected to learn at their grade level.,Please respond to the following statements regarding your student(s): - It is important for my child/children to read for 20 minutes a day at home.,"Please answer the following questions regarding your student(s) school. ([QID103-ChoiceGroup-SelectedChoices]) - When I walk into [QID103-ChoiceGroup-SelectedChoices],  I feel the school is welcoming.","Please answer the following questions regarding your student(s) school. ([QID103-ChoiceGroup-SelectedChoices]) - The administration at my child's school is approachable, easy to contact, and helpful.","Please answer the following questions regarding your student(s) school. ([QID103-ChoiceGroup-SelectedChoices]) - The teachers at my child's school is approachable, easy to contact, and helpful.","Please answer the following questions regarding your student(s) school. ([QID103-ChoiceGroup-SelectedChoices]) - The staff at my child's school is approachable, easy to contact, and helpful.""","Please answer the following questions regarding communication at your child's/children's school. ([QID103-ChoiceGroup-SelectedChoices]) - My student's school communicates with families in multiple ways (email, phone, website, handbook, newsletters, social media, and communication app (like Parent Square, Dojo, Remind, PowerSchool, and Google Classroom).","Please answer the following questions regarding communication at your child's/children's school. ([QID103-ChoiceGroup-SelectedChoices]) - My student's teacher keeps me informed on a regularly basis about how my child is doing in school. (PowerSchool, graded work comes home, progress reports, report cards, conferences, phone, text, notes home, Parent Square, Dojo, Remind, social media, etc.)",The school provides a safe environment for my child.,"Do you feel that, as a parent, you can trust the public school system with your child's education?",Please respond on the following statements: - It is easy to get a translator if I need one.,"Please respond on the following statements: - The school's policies and programs reflect, respect, and value the diversity of the families in the community.","Please respond on the following statements: - I feel welcome at family engagement events. (Back to School/Annual Title I Meeting, Reading Nights, Math Nights, Freshman Orientation, FAFSA, ACT, etc.)",Please respond on the following statements: - Directional signs in the school make it easy for me to find my way around.,"Please respond on the following statements regarding [QID103-ChoiceGroup-SelectedChoices]: - If the school can't help me, they will connect me to someone who can.","Please respond on the following statements regarding [QID103-ChoiceGroup-SelectedChoices]: - I understand the rules and requirements for student dress, language, and behavior.",Please respond on the following statements regarding [QID103-ChoiceGroup-SelectedChoices]: - I feel empowered to advocate for my child's and other children's success in school.,"Please respond on the following statements regarding [QID103-ChoiceGroup-SelectedChoices]: - The school connects students, families, and staff to expanded learning opportunities, community services, and community improvement initiatives.",The best ways to communicate overall with me is: (Select all that apply) - Selected Choice,The best ways to communicate overall with me is: (Select all that apply) - Other (Please Specify) - Text,What platforms do you look for school or PCSS communication on?,What types of workshops and events would you like to see offered? (Check all that apply) - Selected Choice,Have you attended a Family Engagement event meeting at your child's school?,Please answer the following statements: - Do you know the school has a Family/Parent Resource Center you can use?,Please answer the following statements: - The school's Family Engagement Plan has been made available to me.,Please answer the following statements: - I have access to the internet.,Please answer the following statements: - I would like to have some school meetings in places other than the school.,Please answer the following statements: - I know that child care and/or transportation are available for a Family Engagement event if needed.,Please answer the following statements: - PCSS has a Return to School plan. Have you been able to review that?,Please answer the following statements: - PCSS has a Safe Return to In-Person Instruction and Continuity of Services plan. Have you been able to review that?,Please answer the following statements: - PCSS has a Federal Relief Spending Plan on the ESSER website. Have you been able to review that?,"If you cannot attend school activities, please select any that apply. - Selected Choice","If you cannot attend school activities, please select any that apply. - Other (please specify) - Text","What time of day would be best for you to attend a family engagement activity or meeting? (Check all that
apply.) - Selected Choice","What time of day would be best for you to attend a family engagement activity or meeting? (Check all that
apply.) - Other (please specify) - Text",temp,humidity,precip,sealevelpressure,windgust,referral_next_week
A11696150BZD,2024-04-29,1.0,0.0,12.0,M,H,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,79.08571428571429,0.041285714285714294,1015.8857142857142,20.771428571428572,0
A11866121BZD,2024-04-22,1.0,0.0,11.0,M,H,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,65.44285714285715,0.009142857142857144,1020.7857142857143,22.657142857142855,1
A11866121BZD,2024-04-29,1.0,0.0,11.0,M,H,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,79.08571428571429,0.041285714285714294,1015.8857142857142,20.771428571428572,1
A11866121BZD,2024-05-13,1.0,0.0,11.0,M,H,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.52857142857142,88.64285714285714,0.02042857142857143,1011.2714285714285,18.442857142857143,0
A11959310BZD,2024-12-02,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.771428571428572,64.74285714285715,0.010428571428571428,1025.8142857142857,22.185714285714287,0
A12046745BZD,2024-05-06,1.0,0.0,11.0,M,H,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.25714285714285,84.3,0.07385714285714286,1011.7142857142857,26.885714285714283,0
A12048665BZD,2024-04-01,2.0,0.0,11.0,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.628571428571426,67.64285714285714,0.019999999999999997,1011.6142857142858,23.02857142857143,0
A12050321BZD,2024-09-30,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.32857142857144,87.89999999999999,0.014285714285714287,1018.157142857143,13.757142857142856,0
A12279356BZD,2024-09-16,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15714285714286,79.22857142857143,0.005285714285714285,1015.3285714285714,18.057142857142857,0
A12369407BZD,2024-02-26,1.0,0.0,11.0,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.771428571428565,69.18571428571428,0.017,1018.3857142857142,24.071428571428573,0
A12374048BZD,2024-09-23,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24285714285715,93.78571428571429,0.10785714285714286,1008.3857142857142,26.5,0
A12375296BZD,2024-03-04,2.0,0.0,10.0,M,W,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.357142857142854,83.54285714285713,0.027571428571428573,1014.9142857142857,23.485714285714288,1
A12375296BZD,2024-03-18,1.0,0.0,10.0,M,W,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.785714285714285,56.0,0.010142857142857144,1016.8142857142857,24.642857142857142,0
A12375329BZD,2024-04-01,1.0,0.0,10.0,M,H,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.628571428571426,67.64285714285714,0.019999999999999997,1011.6142857142858,23.02857142857143,1
A12375329BZD,2024-04-22,1.0,0.0,10.0,M,H,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,65.44285714285715,0.009142857142857144,1020.7857142857143,22.657142857142855,0
A12410156BZD,2024-03-04,3.0,0.0,11.0,F,B,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.357142857142854,83.54285714285713,0.027571428571428573,1014.9142857142857,23.485714285714288,1
A12410156BZD,2024-03-25,2.0,0.0,11.0,F,B,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.31428571428571,61.18571428571429,0.023,1016.2857142857143,25.52857142857143,1
A12410156BZD,2024-04-08,1.0,0.0,11.0,F,B,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.31428571428571,73.71428571428571,0.022,1014.7714285714285,27.271428571428572,0
